project	part_number	download_url	file_name	sha256	rows_in_part
TCGA-CESC	1	SANDBOX:/outputs/parts/TCGA-CESC/TCGA-CESC_part001.tsv.gz	TCGA-CESC_part001.tsv.gz	93cf416cd91ca66a1bcefd27adf01bc4db14c2ca0cccb03232e99fbad23409a3	4003560
TCGA-CESC	2	SANDBOX:/outputs/parts/TCGA-CESC/TCGA-CESC_part002.tsv.gz	TCGA-CESC_part002.tsv.gz	853bf0340edf554ec4b8519a0a5e8504c6e155918bd7c38087a9176b51d83648	4003560
TCGA-CESC	3	SANDBOX:/outputs/parts/TCGA-CESC/TCGA-CESC_part003.tsv.gz	TCGA-CESC_part003.tsv.gz	570e61aa8732876cea751ca65e5b84bec1f62330224fcaa08ef1fafd4ef6f8bd	4003560
TCGA-CESC	4	SANDBOX:/outputs/parts/TCGA-CESC/TCGA-CESC_part004.tsv.gz	TCGA-CESC_part004.tsv.gz	e67dce3769e67b808a1731abf1033d8eaf28c534618a54984f245d23881d324a	4003560
TCGA-CESC	5	SANDBOX:/outputs/parts/TCGA-CESC/TCGA-CESC_part005.tsv.gz	TCGA-CESC_part005.tsv.gz	07a78c44841f227381b4aefc1d40f875e11ba0511fe4bb03789300ceaa848051	2426400
