project	part_number	download_url	file_name	sha256	rows_in_part
TCGA-CHOL	1	SANDBOX:/outputs/parts/TCGA-CHOL/TCGA-CHOL_part001.tsv.gz	TCGA-CHOL_part001.tsv.gz	6bb9a9acaaec8d8c6072331e3407a716e8e3901f8dbc460a8fe466a57621d2cd	2183760
